Label,vfbLabel,XML ,ThisBox,NoBoxes,BoxSize,xMin,yMin,xMax,yMax
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/0007500.xml,1,1,110594,1679,59,1920,515
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/0006840.xml,2,2,110432,1293,334,1785,557
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-49-32_sideRight/0003165.xml,2,2,110424,1373,511,1716,831
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/000756_r.xml,2,3,110162,858,114,1303,360
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000775_r.xml,1,1,109445,1626,710,1920,1080
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-38-46_sideRight/000798_r.xml,1,1,109080,814,549,1173,851
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0001336.xml,1,1,109048,135,537,451,880
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_left/0006630.xml,2,6,108896,1057,434,1384,765
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-59-12_sideRight/0001920.xml,1,1,108773,1530,481,1908,767
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_1_sideLeft/0003660.xml,1,2,108003,1040,240,1456,498
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-02_16-47-59/0003899.xml,3,3,107690,1,839,445,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_16/0000599.xml,1,1,107584,1442,444,1769,771
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_11/0000749.xml,2,10,107570,1,639,310,985
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/0007740.xml,2,2,107568,1,422,332,745
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/000576_r.xml,1,1,107565,41,219,545,431
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0003534.xml,4,5,107548,280,510,613,831
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/000756_r.xml,3,3,107514,1253,108,1614,404
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000406_r.xml,2,2,107360,1073,243,1377,594
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-44-27_sideRight/0007560.xml,3,3,107004,1185,160,1666,381
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/15-07-18-upload/2018-03-14_15-47-0-200733_leftImg8bit.xml,4,5,106680,1255,454,1674,707
vehicle fallback,ReviewLater,IDD_Detection/Annotations/rearNear/BLR-2018-06-05_08-50-18_rearNear/0009330.xml,1,1,106677,1,641,243,1079
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_1_sideLeft/0003720.xml,1,1,106457,1044,285,1474,531
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_47/0000510.xml,1,1,106420,234,691,573,1003
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0007305.xml,1,3,106340,523,532,931,791
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0003474.xml,6,8,106276,366,532,691,857
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_1_sideLeft/000366_r.xml,2,2,106172,1067,192,1484,445
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_14-14-41_frontNear_left/0000060.xml,5,5,106145,0,568,298,922
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0003705.xml,2,3,105987,267,333,575,675
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-54-41_frontNear_left/0000060.xml,1,1,105922,1670,408,1920,829
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41_frontNear_left/0004860.xml,3,3,105840,161,535,475,870
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_12-20-55_sideRight/0002880.xml,2,2,105671,1670,660,1920,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_14/0000690.xml,1,1,105558,677,457,917,894
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_21/0001500.xml,1,1,105462,58,706,435,984
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-44-27_sideRight/000762_r.xml,3,4,105408,1332,219,1763,462
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/2018-05-31_11-10-16/2018-05-31_11-12-17-383921_leftImg8bit.xml,2,4,105300,1541,776,1891,1075
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-25_13-08-39_frontNear_left/0001560.xml,6,6,105248,1366,633,1781,885
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_8/0000899.xml,1,1,105090,7,224,316,562
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/000828_r.xml,1,1,104940,830,178,1147,507
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41/0002634.xml,1,1,104920,2,518,306,861
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_13-02-17/0007525.xml,1,1,104607,1742,480,1918,1070
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-26_12-40-01_frontFar/0014280.xml,2,2,104410,1083,433,1279,962
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_16-32-30_sideLeft/0004260.xml,1,1,104397,1293,491,1683,757
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/000226_r.xml,2,3,104346,1016,592,1321,932
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-44-27_sideRight/0007680.xml,2,2,104280,1054,192,1383,507
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002307.xml,1,1,104076,1,726,294,1079
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0004650.xml,1,1,103887,1,330,357,620
vehicle fallback,trailer,IDD_Detection/Annotations/rearNear/BLR-2018-05-17_16-39-05_rearNear/0005640.xml,1,1,103863,723,343,1111,609
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0003660.xml,1,2,103806,273,569,710,805
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002622.xml,1,1,103680,1,721,288,1080
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-24-27_frontFar/000540_r.xml,1,1,103668,235,319,552,644
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002487.xml,1,1,103660,2,716,285,1080
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_8/0001499.xml,1,1,103648,12,234,339,549
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002397.xml,1,1,103545,3,729,297,1079
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-44-27_frontFar/000018_r.xml,5,5,103500,981,230,1280,574
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-13-31_sideRight/000204_r.xml,1,1,103251,1540,542,1920,812
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0005775.xml,1,3,103056,356,464,807,691
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/0008280.xml,1,2,102920,2,233,333,542
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-04-26_13-00-01_sideLeft/000678_r.xml,2,2,102846,563,453,928,733
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0005571.xml,3,3,102760,268,701,634,980
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0003640.xml,3,4,102696,294,515,557,903
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-02_16-47-59/0004349.xml,1,2,102595,329,529,617,883
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/0000300.xml,2,4,102400,612,165,1123,364
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/0000300.xml,1,4,102172,343,35,698,321
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002442.xml,1,1,101885,1,725,287,1079
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_8/0001724.xml,1,1,101761,2,231,320,549
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/0000180.xml,1,1,101757,1600,455,1920,771
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_8/0001349.xml,1,1,101712,9,228,320,553
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0003960.xml,1,2,101664,1268,534,1620,821
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-15-50_sideLeft_right/0007920.xml,1,3,101640,1,667,330,974
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_18-06-55_sideRight/0000120.xml,1,1,101640,1690,399,1920,838
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0008205.xml,4,4,101403,1750,330,1920,922
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_11-08-34_sideLeft/0003975.xml,1,1,101388,1819,1,1920,994
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000046_r.xml,1,1,101235,1666,602,1920,998
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002217.xml,1,1,101232,2,739,297,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41_frontNear_left/0001335.xml,1,1,101202,164,543,466,876
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0001320.xml,1,2,101156,412,503,829,744
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_8/0001274.xml,1,1,101115,6,233,320,553
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_8/0001574.xml,1,1,101108,5,231,318,552
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_11-19-12_sideRight/000163_r.xml,1,1,100890,500,489,784,842
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-44-09_sideRight/000613_r.xml,2,3,100814,1156,496,1534,761
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/0005760.xml,1,1,100749,2,285,474,497
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41_frontNear_left/0002760.xml,2,2,100738,1,840,418,1080
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_3_sideLeft/0003000.xml,1,1,100584,1540,348,1920,611
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000667_r.xml,2,2,100548,827,233,1168,526
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-19_17-26-55_frontFar/001026_r.xml,1,1,100499,795,304,1087,646
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_16-32-30_sideLeft/000426_r.xml,1,1,100466,1279,515,1660,777
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-24_13-02-50/0006056.xml,1,4,100116,1611,367,1919,690
vehicle fallback,ReviewLater,IDD_Detection/Annotations/rearNear/BLR-2018-05-07_12-36-24_rearNear/000714_r.xml,1,1,100056,1445,534,1823,797
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_12/0000449.xml,1,3,100016,2,432,330,735
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0004035.xml,1,1,99994,1,487,346,775
vehicle fallback,water tanker,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideRight_left/0005955.xml,1,1,99932,298,347,629,647
